enrollment_id,enrollment_date,company_id,course_id,city,state,city_tier,gender,age_group,referral_source,payment_mode,device_type,original_price_inr,discount_pct,discount_amount_inr,final_price_inr,gst_amount_inr,net_revenue_inr,platform_cost_inr,gross_profit_inr,gross_margin_pct,course_completed,student_rating,refund_issued,support_tickets_raised
EDU00580,2024-10-18,6,13,Pune,Maharashtra,Tier 1,Female,13-17,WhatsApp,Credit Card,Desktop,15999,5,799.95,15199.05,2735.83,12463.22,5289.31,7173.91,57.56,Yes,4.4,No,0
EDU00906,2024-10-21,4,14,Chennai,Tamil Nadu,Tier 1,Other,18-24,WhatsApp,Debit Card,Tablet,6999,0,0,6999,1259.82,5739.18,2086.86,3652.32,63.64,No,,No,0
EDU00109,2023-12-27,6,11,Faridabad,Delhi NCR,Tier 2,Female,45+,Email Campaign,UPI,Desktop,12999,40,5199.6,7799.4,1403.89,6395.51,4010.42,2385.09,37.29,Yes,3.6,No,0
EDU00508,2024-05-01,10,18,Faridabad,Delhi NCR,Tier 2,Other,18-24,Instagram,Net Banking,Tablet,11999,0,0,11999,2159.82,9839.18,5447.99,4391.19,44.63,Yes,,No,2
EDU01683,2024-09-15,9,26,Ghaziabad,Delhi NCR,Tier 2,Female,13-17,Instagram,EMI,Mobile,12999,25,3249.75,9749.25,1754.87,7994.38,3436.8,4557.58,57.01,Yes,3.5,No,0
EDU01227,2024-10-03,8,29,Mangaluru,Karnataka,Tier 3,Female,35-44,Email Campaign,Debit Card,Desktop,6999,15,1049.85,5949.15,1070.85,4878.3,2428.8,2449.5,50.21,Yes,3.2,No,0
EDU00872,2023-05-25,8,22,Noida,Delhi NCR,Tier 1,Male,35-44,YouTube,Wallet,Tablet,24999,30,7499.7,17499.3,3149.87,14349.43,4630.75,9718.68,67.73,No,,No,1
EDU02485,2023-02-26,11,16,Coimbatore,Tamil Nadu,Tier 2,Male,35-44,WhatsApp,Wallet,Tablet,12999,50,6499.5,6499.5,1169.91,5329.59,2883.85,2445.74,45.89,No,,Yes,2
EDU00716,2024-06-29,10,14,Madurai,Tamil Nadu,Tier 3,Male,18-24,WhatsApp,UPI,Mobile,6999,5,349.95,6649.05,1196.83,5452.22,2582.63,2869.59,52.63,Yes,4.1,No,1
EDU01345,2023-01-01,5,17,Bengaluru,Karnataka,Tier 1,Other,35-44,Email Campaign,EMI,Tablet,16999,15,2549.85,14449.15,2600.85,11848.3,5110.74,6737.56,56.87,Yes,3.9,No,0
EDU00189,2024-06-16,1,20,Madurai,Tamil Nadu,Tier 3,Male,35-44,YouTube,EMI,Desktop,8999,0,0,8999,1619.82,7379.18,3186.47,4192.71,56.82,No,,No,0
EDU01531,2023-06-26,6,20,Ghaziabad,Delhi NCR,Tier 2,Female,45+,Instagram,Wallet,Desktop,8999,0,0,8999,1619.82,7379.18,2865.87,4513.31,61.16,No,,No,0
EDU01904,2023-02-24,12,23,Faridabad,Delhi NCR,Tier 2,Other,45+,Instagram,Wallet,Tablet,11999,40,4799.6,7199.4,1295.89,5903.51,3016.25,2887.26,48.91,No,,No,0
EDU02007,2023-10-27,6,6,Mumbai,Maharashtra,Tier 1,Female,13-17,Direct/Organic,UPI,Mobile,8499,15,1274.85,7224.15,1300.35,5923.8,1859.75,4064.05,68.61,No,,No,0
EDU01803,2024-04-17,6,16,Jodhpur,Rajasthan,Tier 3,Other,13-17,WhatsApp,Net Banking,Desktop,12999,20,2599.8,10399.2,1871.86,8527.34,4209.16,4318.18,50.64,Yes,4.1,No,1
EDU01088,2024-12-03,11,29,Mangaluru,Karnataka,Tier 3,Other,25-34,YouTube,Debit Card,Desktop,6999,40,2799.6,4199.4,755.89,3443.51,1762.08,1681.43,48.83,Yes,2.6,No,1
EDU01922,2024-12-28,5,9,Ahmedabad,Gujarat,Tier 1,Other,35-44,Word of Mouth,Debit Card,Mobile,19999,25,4999.75,14999.25,2699.86,12299.39,4306.67,7992.72,64.98,Yes,3.8,No,0
EDU01793,2023-01-18,7,22,Bengaluru,Karnataka,Tier 1,Male,13-17,School/College Partnership,Wallet,Desktop,24999,10,2499.9,22499.1,4049.84,18449.26,5801.74,12647.52,68.55,Yes,2.9,No,0
EDU00281,2024-04-01,12,13,Ghaziabad,Delhi NCR,Tier 2,Male,13-17,School/College Partnership,Net Banking,Mobile,15999,20,3199.8,12799.2,2303.86,10495.34,4043.5,6451.84,61.47,Yes,3.8,No,1
EDU01597,2024-07-04,3,19,Kolkata,West Bengal,Tier 1,Other,18-24,Instagram,EMI,Tablet,9999,15,1499.85,8499.15,1529.85,6969.3,2217.78,4751.52,68.18,Yes,3.6,No,0
EDU01850,2023-08-01,4,12,Nagpur,Maharashtra,Tier 2,Other,45+,Google Ads,Wallet,Desktop,4999,40,1999.6,2999.4,539.89,2459.51,1680.69,778.82,31.67,No,,No,1
EDU01455,2024-09-16,13,8,Mangaluru,Karnataka,Tier 3,Other,45+,School/College Partnership,UPI,Tablet,4999,10,499.9,4499.1,809.84,3689.26,1690.68,1998.58,54.17,No,,No,3
EDU01197,2024-05-21,1,12,JODHPUR,Rajasthan,Tier 3,Other,35-44,WhatsApp,Net Banking,Tablet,4999,0,0,4999,899.82,4099.18,1660.92,2438.26,59.48,No,,No,0
EDU00486,2023-02-20,15,2,Faridabad,Delhi NCR,Tier 2,Other,45+,YouTube,Net Banking,Tablet,9999,40,3999.6,5999.4,1079.89,4919.51,2720.08,2199.43,44.71,Yes,2.9,No,0
EDU01431,2024-10-11,1,4,Kolkata,West Bengal,Tier 1,Female,13-17,Google Ads,UPI,Mobile,6999,0,0,6999,1259.82,5739.18,2355.38,3383.8,58.96,No,,No,0
EDU02224,2023-08-03,8,5,Mysuru,Karnataka,Tier 2,Other,13-17,Direct/Organic,EMI,Mobile,14999,0,0,14999,2699.82,12299.18,5493.24,6805.94,55.34,No,,No,2
EDU00354,2024-06-19,12,19,Faridabad,Delhi NCR,Tier 2,Male,25-34,School/College Partnership,Credit Card,Mobile,9999,0,0,9999,1799.82,8199.18,3759.49,4439.69,54.15,No,,No,1
EDU01235,2023-06-05,15,16,Mumbai,Maharashtra,Tier 1,Other,35-44,School/College Partnership,Wallet,Mobile,12999,30,3899.7,9099.3,1637.87,7461.43,3030.71,4430.72,59.38,Yes,3,No,1
EDU00422,2023-06-09,2,29,Noida,Delhi NCR,Tier 1,Other,18-24,YouTube,EMI,Mobile,6999,5,349.95,6649.05,1196.83,5452.22,1955.28,3496.94,64.14,Yes,3.2,No,0
EDU01391,2024-04-29,9,12,Hyderabad,Telangana,Tier 1,Other,25-34,Word of Mouth,Debit Card,Tablet,4999,30,1499.7,3499.3,629.87,2869.43,1069.16,1800.27,62.74,No,,No,0
EDU02119,2023-05-14,13,22,Faridabad,Delhi NCR,Tier 2,Female,18-24,School/College Partnership,UPI,Mobile,24999,10,2499.9,22499.1,4049.84,18449.26,7526.59,10922.67,59.2,Yes,3.6,No,0
EDU02125,2023-07-17,9,9,Vadodara,Gujarat,Tier 3,Male,35-44,Instagram,UPI,Tablet,19999,30,5999.7,13999.3,2519.87,11479.43,5757.46,5721.97,49.85,No,,No,1
EDU00703,2024-02-21,1,11,Madurai,Tamil Nadu,Tier 3,Male,45+,WhatsApp,EMI,Desktop,12999,10,1299.9,11699.1,2105.84,9593.26,4270.28,5322.98,55.49,Yes,4.6,No,0
EDU00692,2023-08-09,4,26,Mumbai,Maharashtra,Tier 1,Male,35-44,Direct/Organic,EMI,Desktop,12999,0,0,12999,2339.82,10659.18,4744.55,5914.63,55.49,Yes,3.5,No,0
EDU02365,2024-07-21,2,4,Jaipur,Rajasthan,Tier 2,Other,35-44,Google Ads,EMI,Tablet,6999,10,699.9,6299.1,1133.84,5165.26,2035.49,3129.77,60.59,Yes,3,No,0
EDU02271,2023-02-26,2,16,Coimbatore,Tamil Nadu,Tier 2,Other,13-17,WhatsApp,Net Banking,Tablet,12999,0,0,12999,2339.82,10659.18,5015.35,5643.83,52.95,Yes,3.6,No,0
EDU01139,2023-02-19,12,12,Warangal,Telangana,Tier 3,Other,25-34,Direct/Organic,Debit Card,Tablet,4999,30,1499.7,3499.3,629.87,2869.43,999.1,1870.33,65.18,Yes,,Yes,0
EDU00979,2023-03-18,6,13,Kolkata,West Bengal,Tier 1,Male,45+,Direct/Organic,Debit Card,Tablet,15999,15,2399.85,13599.15,2447.85,11151.3,4062.04,7089.26,63.57,Yes,4.2,No,0
EDU00362,2023-08-12,9,17,Ahmedabad,Gujarat,Tier 1,Female,18-24,Word of Mouth,UPI,Tablet,16999,40,6799.6,10199.4,1835.89,8363.51,4109.43,4254.08,50.86,Yes,,No,0
EDU02180,2024-03-20,13,19,Bengaluru,Karnataka,Tier 1,Male,35-44,Word of Mouth,UPI,Tablet,9999,0,0,9999,1799.82,8199.18,3644.97,4554.21,55.54,Yes,2.7,No,0
EDU00650,2024-06-04,6,9,Nashik,Maharashtra,Tier 2,Male,18-24,Direct/Organic,Wallet,Mobile,19999,25,4999.75,14999.25,2699.86,12299.39,5196.76,7102.63,57.75,Yes,3.8,No,0
EDU01172,2024-03-24,4,16,Bengaluru,Karnataka,Tier 1,Other,25-34,School/College Partnership,UPI,Desktop,12999,50,6499.5,6499.5,1169.91,5329.59,2925.73,2403.86,45.1,No,,Yes,0
EDU01178,2024-12-27,15,27,Ahmedabad,Gujarat,Tier 1,Female,35-44,Google Ads,Net Banking,Tablet,14999,50,7499.5,7499.5,1349.91,6149.59,3282.5,2867.09,46.62,Yes,4.5,No,1
EDU02453,2023-11-08,11,13,Vadodara,Gujarat,Tier 3,Other,18-24,Word of Mouth,UPI,Tablet,15999,15,2399.85,13599.15,2447.85,11151.3,4703.96,6447.34,57.82,Yes,4.2,No,0
EDU01719,2023-06-04,7,26,Surat,Gujarat,Tier 2,Other,45+,YouTube,UPI,Desktop,12999,50,6499.5,6499.5,1169.91,5329.59,3010.76,2318.83,43.51,No,,No,1
EDU01011,2024-03-17,7,2,New Delhi,Delhi NCR,Tier 1,Female,35-44,Email Campaign,Credit Card,Desktop,9999,0,0,9999,1799.82,8199.18,3042.82,5156.36,62.89,Yes,3.6,No,0
EDU00998,2024-10-15,8,19,Kolkata,West Bengal,Tier 1,Other,45+,Email Campaign,UPI,Desktop,9999,30,2999.7,6999.3,1259.87,5739.43,2668.99,3070.44,53.5,No,,No,0
EDU00714,2024-12-10,9,1,Vadodara,Gujarat,Tier 3,Other,13-17,Email Campaign,Net Banking,Desktop,24999,0,0,24999,4499.82,20499.18,9871.25,10627.93,51.85,No,,No,0
EDU00186,2024-02-20,9,25,Vadodara,Gujarat,Tier 3,Other,18-24,Word of Mouth,Credit Card,Desktop,7999,40,3199.6,4799.4,863.89,3935.51,1701.5,2234.01,56.77,No,,No,1
EDU02181,2024-08-21,7,27,MANGALURU,Karnataka,Tier 3,Male,18-24,Direct/Organic,Wallet,Desktop,14999,40,5999.6,8999.4,1619.89,7379.51,4858.39,2521.12,34.16,Yes,4.2,No,1
EDU00931,2024-05-09,1,10,Nagpur,Maharashtra,Tier 2,Male,18-24,Instagram,UPI,Desktop,34999,50,17499.5,17499.5,3149.91,14349.59,7460.54,6889.05,48.01,Yes,4.5,No,0
EDU01302,2023-04-05,8,5,Noida,Delhi NCR,Tier 1,Female,13-17,Email Campaign,Debit Card,Tablet,14999,15,2249.85,12749.15,2294.85,10454.3,4182.09,6272.21,60,No,,No,0
EDU00161,2023-11-23,4,4,Jodhpur,Rajasthan,Tier 3,Male,25-34,Word of Mouth,Net Banking,Mobile,6999,0,0,6999,1259.82,5739.18,2566.68,3172.5,55.28,No,,No,1
EDU00736,2023-07-03,7,21,Mysuru,Karnataka,Tier 2,Female,25-34,WhatsApp,Wallet,Tablet,8999,50,4499.5,4499.5,809.91,3689.59,2118.21,1571.38,42.59,Yes,3.9,No,2
EDU00936,2023-03-28,15,11,Mangaluru,Karnataka,Tier 3,Male,35-44,School/College Partnership,Debit Card,Mobile,12999,15,1949.85,11049.15,1988.85,9060.3,4254.57,4805.73,53.04,Yes,4.1,No,0
EDU02464,2024-09-06,3,29,Jaipur,Rajasthan,Tier 2,Female,45+,Word of Mouth,Wallet,Desktop,6999,0,0,6999,1259.82,5739.18,2820.85,2918.33,50.85,Yes,3.8,No,0
EDU00264,2023-10-03,14,22,Jodhpur,Rajasthan,Tier 3,Male,25-34,Instagram,Net Banking,Desktop,24999,10,2499.9,22499.1,4049.84,18449.26,8830.35,9618.91,52.14,No,,No,1
EDU00369,2024-01-26,4,14,Chennai,Tamil Nadu,Tier 1,Female,45+,School/College Partnership,Wallet,Mobile,6999,0,0,6999,1259.82,5739.18,2165.16,3574.02,62.27,No,,Yes,0
EDU02212,2024-01-31,11,9,Jodhpur,Rajasthan,Tier 3,Female,18-24,School/College Partnership,Net Banking,Desktop,19999,0,0,19999,3599.82,16399.18,8375.48,8023.7,48.93,No,,No,0
EDU02037,2023-12-01,2,14,New Delhi,Delhi NCR,Tier 1,Female,45+,YouTube,Wallet,Tablet,6999,0,0,6999,1259.82,5739.18,2234.11,3505.07,61.07,No,,No,0
EDU01026,2024-05-10,2,23,Warangal,Telangana,Tier 3,Female,35-44,Email Campaign,EMI,Desktop,11999,5,599.95,11399.05,2051.83,9347.22,4984.31,4362.91,46.68,No,,No,1
EDU01308,2024-01-11,15,6,Jaipur,Rajasthan,Tier 2,Male,25-34,WhatsApp,EMI,Tablet,8499,40,3399.6,5099.4,917.89,4181.51,2084.52,2096.99,50.15,No,,No,1
EDU00821,2023-02-19,10,19,Mumbai,Maharashtra,Tier 1,Other,45+,WhatsApp,Net Banking,Tablet,9999,10,999.9,8999.1,1619.84,7379.26,2977.51,4401.75,59.65,No,,No,0
EDU01494,2024-10-06,10,2,Mangaluru,Karnataka,Tier 3,Male,25-34,Direct/Organic,UPI,Tablet,9999,15,1499.85,8499.15,1529.85,6969.3,3463.27,3506.03,50.31,No,,No,0
EDU02273,2023-06-04,2,26,Pune,Maharashtra,Tier 1,Male,35-44,School/College Partnership,Wallet,Tablet,12999,25,3249.75,9749.25,1754.87,7994.38,3203.19,4791.19,59.93,Yes,,No,0
EDU01968,2024-02-12,11,7,Mysuru,Karnataka,Tier 2,Other,25-34,Instagram,Wallet,Tablet,8999,10,899.9,8099.1,1457.84,6641.26,2403.06,4238.2,63.82,No,,No,0
EDU01189,2024-08-04,15,3,Pune,Maharashtra,Tier 1,Female,25-34,Email Campaign,Debit Card,Desktop,7499,30,2249.7,5249.3,944.87,4304.43,1532.71,2771.72,64.39,Yes,3.4,No,0
EDU01786,2024-07-18,1,11,Mysuru,Karnataka,Tier 2,Male,13-17,School/College Partnership,EMI,Tablet,12999,50,6499.5,6499.5,1169.91,5329.59,2709.96,2619.63,49.15,Yes,4,No,1
EDU02165,2024-03-13,4,8,Bengaluru,Karnataka,Tier 1,Female,35-44,Word of Mouth,Net Banking,Tablet,4999,15,749.85,4249.15,764.85,3484.3,1442.61,2041.69,58.6,Yes,3.7,No,0
EDU01304,2023-07-05,11,27,Madurai,Tamil Nadu,Tier 3,Male,45+,Direct/Organic,Credit Card,Desktop,14999,40,5999.6,8999.4,1619.89,7379.51,3785.77,3593.74,48.7,No,,No,1
EDU00381,2024-01-14,12,13,Nagpur,Maharashtra,Tier 2,Male,13-17,Email Campaign,UPI,Tablet,15999,15,2399.85,13599.15,2447.85,11151.3,4879.42,6271.88,56.24,Yes,4.2,No,1
EDU01755,2024-08-19,2,26,Mysuru,Karnataka,Tier 2,Male,45+,Word of Mouth,UPI,Desktop,12999,25,3249.75,9749.25,1754.87,7994.38,3620.83,4373.55,54.71,No,,No,0
EDU01272,2023-02-10,12,23,Warangal,Telangana,Tier 3,Male,45+,YouTube,Wallet,Mobile,11999,0,0,11999,2159.82,9839.18,4028.9,5810.28,59.05,No,,Yes,0
EDU00770,2024-07-06,14,11,Gurugram,Delhi NCR,Tier 1,Male,35-44,Google Ads,UPI,Desktop,12999,30,3899.7,9099.3,1637.87,7461.43,2988.26,4473.17,59.95,No,,No,2
EDU01133,2024-05-30,4,25,Madurai,Tamil Nadu,Tier 3,Female,45+,Direct/Organic,UPI,Tablet,7999,0,0,7999,1439.82,6559.18,3004.17,3555.01,54.2,Yes,4.5,No,0
EDU01588,2023-09-12,2,2,MANGALURU,Karnataka,Tier 3,Female,35-44,Google Ads,Debit Card,Mobile,9999,50,4999.5,4999.5,899.91,4099.59,2343.93,1755.66,42.83,Yes,4,No,0
EDU02372,2024-12-21,15,26,Jodhpur,Rajasthan,Tier 3,Male,25-34,Word of Mouth,EMI,Tablet,12999,40,5199.6,7799.4,1403.89,6395.51,3576.63,2818.88,44.08,No,,No,0
EDU00892,2024-04-29,12,9,Pune,Maharashtra,Tier 1,Male,13-17,YouTube,UPI,Desktop,19999,40,7999.6,11999.4,2159.89,9839.51,4677.32,5162.19,52.46,Yes,4.1,No,0
EDU01354,2023-12-05,7,17,VADODARA,Gujarat,Tier 3,Male,13-17,WhatsApp,Debit Card,Desktop,16999,50,8499.5,8499.5,1529.91,6969.59,4073.43,2896.16,41.55,No,,Yes,0
EDU02243,2024-10-16,14,4,Jaipur,Rajasthan,Tier 2,Female,45+,Word of Mouth,UPI,Mobile,6999,25,1749.75,5249.25,944.87,4304.38,1636.21,2668.17,61.99,No,,No,2
EDU00896,2023-06-01,4,12,Hyderabad,Telangana,Tier 1,Male,35-44,YouTube,Wallet,Desktop,4999,40,1999.6,2999.4,539.89,2459.51,1193.67,1265.84,51.47,No,,No,0
EDU02478,2023-04-04,14,8,Kolkata,West Bengal,Tier 1,Female,35-44,Word of Mouth,Debit Card,Mobile,4999,5,249.95,4749.05,854.83,3894.22,1686.26,2207.96,56.7,No,,Yes,1
EDU01672,2023-10-20,5,15,Faridabad,Delhi NCR,Tier 2,Other,18-24,Word of Mouth,Credit Card,Desktop,29999,30,8999.7,20999.3,3779.87,17219.43,7816.53,9402.9,54.61,Yes,3.8,No,0
EDU00579,2024-11-25,1,25,Kolkata,West Bengal,Tier 1,Female,13-17,Email Campaign,UPI,Tablet,7999,15,1199.85,6799.15,1223.85,5575.3,2181.58,3393.72,60.87,Yes,3.7,No,0
EDU01833,2023-12-31,11,26,Howrah,West Bengal,Tier 3,Male,13-17,Email Campaign,Credit Card,Desktop,12999,10,1299.9,11699.1,2105.84,9593.26,3720.03,5873.23,61.22,Yes,,No,2
EDU00208,2023-01-10,9,18,Pune,Maharashtra,Tier 1,Other,35-44,Direct/Organic,UPI,Mobile,11999,0,0,11999,2159.82,9839.18,3118.55,6720.63,68.3,Yes,3.8,No,0
EDU01125,2023-10-05,2,23,Hyderabad,Telangana,Tier 1,Other,25-34,School/College Partnership,EMI,Mobile,11999,25,2999.75,8999.25,1619.87,7379.38,2825.87,4553.51,61.71,Yes,3.1,No,0
EDU01824,2023-07-02,4,2,Mumbai,Maharashtra,Tier 1,Other,25-34,Direct/Organic,UPI,Desktop,9999,30,2999.7,6999.3,1259.87,5739.43,2076.71,3662.72,63.82,Yes,4.1,No,0
EDU02431,2023-06-28,5,27,Nagpur,Maharashtra,Tier 2,Female,45+,YouTube,Credit Card,Tablet,14999,15,2249.85,12749.15,2294.85,10454.3,5315.27,5139.03,49.16,Yes,3.5,No,1
EDU02286,2024-07-17,14,6,Jaipur,Rajasthan,Tier 2,Female,18-24,Email Campaign,UPI,Tablet,8499,10,849.9,7649.1,1376.84,6272.26,3143.02,3129.24,49.89,No,,No,1
EDU00144,2024-10-24,11,12,Pune,Maharashtra,Tier 1,Female,35-44,WhatsApp,Wallet,Desktop,4999,40,1999.6,2999.4,539.89,2459.51,1323.25,1136.26,46.2,Yes,4.4,No,0
EDU00557,2024-08-22,12,19,Hyderabad,Telangana,Tier 1,Female,25-34,YouTube,Net Banking,Tablet,9999,5,499.95,9499.05,1709.83,7789.22,2674.11,5115.11,65.67,No,,No,1
EDU00752,2024-08-05,5,17,Hyderabad,Telangana,Tier 1,Female,25-34,School/College Partnership,Net Banking,Tablet,16999,0,0,16999,3059.82,13939.18,5445.11,8494.07,60.94,Yes,3.6,No,0
EDU02200,2024-03-16,8,15,Coimbatore,Tamil Nadu,Tier 2,Female,18-24,WhatsApp,Net Banking,Tablet,29999,50,14999.5,14999.5,2699.91,12299.59,6777.01,5522.58,44.9,Yes,5,No,0
EDU02411,2024-12-28,2,14,Howrah,West Bengal,Tier 3,Male,13-17,Word of Mouth,Wallet,Mobile,6999,25,1749.75,5249.25,944.87,4304.38,2094.77,2209.61,51.33,No,,Yes,0
EDU00431,2024-05-20,10,29,Pune,Maharashtra,Tier 1,Male,25-34,Instagram,Credit Card,Mobile,6999,20,1399.8,5599.2,1007.86,4591.34,2109.3,2482.04,54.06,No,,No,0
EDU01908,2024-07-18,10,16,JAIPUR,Rajasthan,Tier 2,Other,18-24,Email Campaign,Debit Card,Tablet,12999,0,0,12999,2339.82,10659.18,4904.06,5755.12,53.99,No,,No,1
EDU01006,2024-06-16,10,15,Madurai,Tamil Nadu,Tier 3,Male,25-34,Word of Mouth,Net Banking,Desktop,29999,30,8999.7,20999.3,3779.87,17219.43,8249.62,8969.81,52.09,Yes,,No,0
EDU01435,2024-08-13,5,1,Kolkata,West Bengal,Tier 1,Male,25-34,Google Ads,Debit Card,Desktop,24999,25,6249.75,18749.25,3374.86,15374.39,4935.36,10439.03,67.9,No,,Yes,1
EDU01831,2024-06-25,12,4,Surat,Gujarat,Tier 2,Female,25-34,Direct/Organic,Credit Card,Desktop,6999,30,2099.7,4899.3,881.87,4017.43,1769.88,2247.55,55.94,Yes,4.5,No,0
EDU02305,2024-02-02,2,2,Chennai,Tamil Nadu,Tier 1,Female,45+,Google Ads,UPI,Tablet,9999,20,1999.8,7999.2,1439.86,6559.34,2612.4,3946.94,60.17,No,,No,1
EDU01551,2023-08-23,1,23,Madurai,Tamil Nadu,Tier 3,Female,45+,Email Campaign,Net Banking,Desktop,11999,5,599.95,11399.05,2051.83,9347.22,3782.44,5564.78,59.53,Yes,3.2,No,0
EDU01219,2023-07-13,7,12,Pune,Maharashtra,Tier 1,Female,18-24,Email Campaign,Net Banking,Mobile,4999,30,1499.7,3499.3,629.87,2869.43,1173.33,1696.1,59.11,Yes,3.8,No,1
EDU01555,2023-06-12,2,7,Vadodara,Gujarat,Tier 3,Male,13-17,Instagram,UPI,Tablet,8999,50,4499.5,4499.5,809.91,3689.59,1858.26,1831.33,49.64,No,,No,0
EDU00930,2024-08-21,2,17,Coimbatore,Tamil Nadu,Tier 2,Female,35-44,School/College Partnership,Debit Card,Tablet,16999,0,0,16999,3059.82,13939.18,7533.79,6405.39,45.95,No,,No,1
EDU02343,2023-04-27,9,19,Bengaluru,Karnataka,Tier 1,Male,13-17,YouTube,Debit Card,Desktop,9999,0,0,9999,1799.82,8199.18,3069.23,5129.95,62.57,No,,No,0
EDU01237,2024-12-05,14,17,Mangaluru,Karnataka,Tier 3,Female,45+,Email Campaign,Debit Card,Mobile,16999,30,5099.7,11899.3,2141.87,9757.43,4154.66,5602.77,57.42,Yes,4,No,0
EDU01353,2023-02-22,6,5,Warangal,Telangana,Tier 3,Other,45+,Instagram,Credit Card,Desktop,14999,20,2999.8,11999.2,2159.86,9839.34,4829.56,5009.78,50.92,Yes,3.2,No,0
EDU02450,2023-12-26,12,22,Nagpur,Maharashtra,Tier 2,Other,45+,WhatsApp,EMI,Desktop,24999,0,0,24999,4499.82,20499.18,8479.3,12019.88,58.64,No,,Yes,1
EDU02307,2024-06-11,8,23,Mysuru,Karnataka,Tier 2,Other,45+,Word of Mouth,Debit Card,Desktop,11999,0,0,11999,2159.82,9839.18,4138.49,5700.69,57.94,Yes,,No,1
EDU00781,2024-11-05,6,1,Chennai,Tamil Nadu,Tier 1,Other,25-34,YouTube,Debit Card,Tablet,24999,50,12499.5,12499.5,2249.91,10249.59,4469.11,5780.48,56.4,No,,Yes,0
EDU00632,2023-11-01,4,23,Pune,Maharashtra,Tier 1,Other,35-44,Google Ads,Debit Card,Mobile,11999,40,4799.6,7199.4,1295.89,5903.51,3347.43,2556.08,43.3,Yes,3.1,No,0
EDU02424,2023-06-25,13,25,Surat,Gujarat,Tier 2,Other,18-24,Google Ads,Net Banking,Tablet,7999,50,3999.5,3999.5,719.91,3279.59,1620.78,1658.81,50.58,No,,No,2
EDU01209,2023-02-19,12,6,Kolkata,West Bengal,Tier 1,Male,35-44,YouTube,EMI,Desktop,8499,15,1274.85,7224.15,1300.35,5923.8,2912.03,3011.77,50.84,Yes,3.9,No,0
EDU01376,2024-11-27,4,1,Vadodara,Gujarat,Tier 3,Other,18-24,WhatsApp,Wallet,Mobile,24999,25,6249.75,18749.25,3374.86,15374.39,6734.29,8640.1,56.2,No,,No,0
EDU02201,2024-11-17,2,13,Hyderabad,Telangana,Tier 1,Female,18-24,Direct/Organic,Credit Card,Desktop,15999,40,6399.6,9599.4,1727.89,7871.51,4591.75,3279.76,41.67,Yes,4.2,No,0
EDU01572,2023-11-27,13,13,Coimbatore,Tamil Nadu,Tier 2,Other,35-44,Google Ads,UPI,Tablet,15999,30,4799.7,11199.3,2015.87,9183.43,4475.2,4708.23,51.27,Yes,,No,0
EDU02484,2023-11-30,1,3,Bengaluru,Karnataka,Tier 1,Other,45+,School/College Partnership,Debit Card,Mobile,7499,30,2249.7,5249.3,944.87,4304.43,1266.11,3038.32,70.59,Yes,3.5,No,1
EDU00147,2024-03-30,5,6,Mangaluru,Karnataka,Tier 3,Male,13-17,WhatsApp,Debit Card,Tablet,8499,30,2549.7,5949.3,1070.87,4878.43,2166.06,2712.37,55.6,No,,No,1
EDU02238,2023-04-13,13,2,Hyderabad,Telangana,Tier 1,Other,13-17,Instagram,Debit Card,Tablet,9999,20,1999.8,7999.2,1439.86,6559.34,2670.67,3888.67,59.28,Yes,3.8,No,2
EDU01388,2023-08-06,8,17,Mumbai,Maharashtra,Tier 1,Other,18-24,Direct/Organic,EMI,Desktop,16999,50,8499.5,8499.5,1529.91,6969.59,3089.68,3879.91,55.67,No,,No,0
EDU01396,2024-08-14,9,10,Jaipur,Rajasthan,Tier 2,Male,25-34,WhatsApp,UPI,Tablet,34999,0,0,34999,6299.82,28699.18,12451.13,16248.05,56.62,No,,No,2
EDU02321,2024-05-27,8,4,Jaipur,Rajasthan,Tier 2,Other,35-44,Direct/Organic,EMI,Mobile,6999,0,0,6999,1259.82,5739.18,2678.52,3060.66,53.33,Yes,4.4,No,0
EDU02329,2024-10-21,10,25,Nagpur,Maharashtra,Tier 2,Male,45+,Google Ads,EMI,Tablet,7999,10,799.9,7199.1,1295.84,5903.26,2828.71,3074.55,52.08,Yes,3.4,No,0
EDU02335,2024-02-20,15,17,Hyderabad,Telangana,Tier 1,Male,45+,Word of Mouth,Net Banking,Mobile,16999,0,0,16999,3059.82,13939.18,6403.46,7535.72,54.06,Yes,,No,1
EDU02359,2023-10-04,3,21,Surat,Gujarat,Tier 2,Other,13-17,Instagram,Net Banking,Mobile,8999,40,3599.6,5399.4,971.89,4427.51,2333.32,2094.19,47.3,No,,Yes,0
EDU02409,2024-02-22,4,24,Pune,Maharashtra,Tier 1,Female,35-44,YouTube,Wallet,Desktop,22999,30,6899.7,16099.3,2897.87,13201.43,6083.51,7117.92,53.92,Yes,3.1,No,0
EDU00554,2023-06-13,14,8,Vadodara,Gujarat,Tier 3,Female,25-34,Direct/Organic,UPI,Mobile,4999,40,1999.6,2999.4,539.89,2459.51,1484.95,974.56,39.62,Yes,,No,0
EDU00864,2023-06-03,2,10,Vadodara,Gujarat,Tier 3,Female,25-34,School/College Partnership,Wallet,Mobile,34999,10,3499.9,31499.1,5669.84,25829.26,12322.95,13506.31,52.29,No,,No,0
